segmented_commentText,Label
"احلام ب نعشق ها فى ال مغرب وهى ف نان ه كبير ه
",N
"احلام ت حجى ب ال بنان و هي ه خليجي ه
",N
"احلام تحجيم صدق
",N
"احلام ت ستحق فعل ا كلم ه ملك ه
",N
"احلام ت شبه ال اسد 😕
",N
"احلام ت قول ال صحيح
",N
"احلام ت نيج
",P
"احلام رووووووووع ه ب كل شى احبببببببببببببببببببببك من كل قلب ي
",N
"احلام زبال ه
",P
"احلام سيئ ه ال سمع ه الى مزبل ه ال اغني ه ال عربي ه لا اخلاق و لا تواضع و لا ادب و لا فن ال خطاب ه و لا ت عامل مع ال غير و لا مستوى تعليمى و لا لغ ات عالي ه ال جود ه و لا اعتماد على ال نفس مغرور ه ب جمال اصطناعى و عملي ات ال تجميل احلام و ان ت حلم مزعج ل ل غير بل ك ابوس قذر مثل اغلب ال شعب ال خليجى شعب مستهلك ل فضل ات ال عالم ال غربي
",P
"احلام شبه قرص ال جله
",P
"احلام شكل ها ب تاكل الى على ال مصرح
",N
"احلام طيب ه جدا ا
",N
"احلام طيب ه و راغب خبيث و مغرور هال شايب مثل اغلب ال لبناني ين و ال مغربي ات ي حب ون ي ستهزؤ ا ب ال خليجي ات
",P
"احلام غيرا ن ا من راغب و بدا ت سب ت انو مو رئيس لجن ه ال تحكيم طقى موتى . لازم ي طرد و ها من ال برنامج كره نا ارب اي دل من ورا احلام ال بشعه
",P
"احلام ف نان ه كبير ه و من ي تكلم عن ها هم غبار على اقدام ها
",P
"احلام ف نان ه محترم ه راقي ه
",N
"احلام ف نان ه طيب ه على ني ت ها و ب تساعد ال ناس وان ا بحب ها علشان على طبيعي ت ها
",N
"احلام في ه ذكر عضوى ال عبد ه كسسس ام ال مقحب ه
",P
"احلام قلب ها طيب بس ت حتاج دور ه فى ال اتكيت و فن ال تعامل مع ال ناس و تقلل شوى من ال دفاش ه فى ال كلام و ال حرك ات
",N
"احلام ك حب ه دور مشاكل بي ه عقد ه نفس ي ه
",P
"احلام ل اتتمتع ب مواصف ات ال فنان ين ابداشكل ل اي ساعد على ال انوث ه و لهج ت ال كلام رديى ه ت حياتى ل ل فنان ال كبير راغب علام ه
",N
"احلام مابتحب اى حدى ب تحب نفس ها فقط و الله عز و جل ب ي قول احب ل اخي ك كما ت حب ل نفسك ب تشوف حال ها كثير وهى مش دنب ها لان ال كل ب يقل ها ال ملك ه ان ا راى ال خاص صوت ها عادى و ل اتستحق لقب ال ملك ه من هدا ال مغفل ال توجها ب ال ملك ه و صراح ه انا لا احب ها لان ها مغرور ه كثيييييييييييييييرومتكبر ه ام اسلام من ال مغرب
",N
"احلام مب فنان ه اماراتي ه شن كم ناسي ين ان ها كان ت ب حرين ي ه . . . . بلا ها رمست نا ال اماراتي ه
",N
"احلام متكبر ه و متعجرف ه و ال مصيب ه ان ها بعيد ه كل ال بعد عن لقب ف نان ه
",P
"احلام متناقض ه ب كلام ها و لبنى آدم ما ي ملى عين ه ال ا ال تراب بس ياري ت ت تركى شى ل جروت ك لى رح ت نزلى في ها
",N
"احلام مختل ه عقلي ا
",P
"احلام مختل ه عقلي ا مريض ه نفسي ا عند ها لا مبال ا ه ب ال كلم ه و تفاه ت ها ل ابعد ال حدود . . . . صراح ه مابعرف كيف سم و ها فنان ه وهى كتير علي ها كومبارس . . . . . و ال اخ ال لبنانى فعل ا جاب ها عال وجع الله ي عطي ه ال عافي ه . . . . و اصل ابو ال شباب و الله ي عطي ك ال عافي ه
",P
"احلام مريض ه نفسي ا
",P
"احلام مع ها حق
",N
"احلام ملك وان ي حب ها كثير ل ﻷنو شرف ه ال عالم ال عربي
",N
"احلام ملك ه ملك ت قلوب محب ي ها ب طيب ت ها و طبيعي ت ها و تلقائي ت ها لي ه ن كون ممثل ين جامد ين ب دون مشاعر خلو ها ب راح ت ها هى ال فنان ه ال وحيد ه اللى ت حط راس ها و تنام غير ها ال مكبوت ي اكل مهدئ ات و منوم علشان ي نام
",N
"احلام ملك ه ملك ه ملك ه و راغب سخيف و منحط
",P
"احلام من طيح الله حظك و حظ ابو ك يا خرى
",P
"احلام هذه ما ترك ت واحد فى حال ه شتم ت كل ال فنان ين ما ب ها هل هى مجنون ه
",N
"احلام ههههههههههه ه حت اضحك تبع ك ههههههههههه ه ههههههههههه ه ههههههههههه ه ههههههههههه ه ههههههههههه ه ههههههههههه ه ههههههههههه ه ههههههههههه ه
",N
"احلام هى رجال او امرئ ه خرى علي كى و على يلى شافك و انبسط ل ان ك زبال ه و مجنون ه ت فوووو علي كى و على يلى نزل ك فى ال برامج
",P
"احلام هى سموم ال ملك ه هى ملك ه على كل ال كون والى مش عاجب ه و الله الى ب يحكى على ال ملك ه احلام ما ب يسوى كعب رجل ها لان ها ملك ه ال كون مفهوم يا ال شعب اتعبان
",N
"احلام و الله مسخر ه هههههه ه
",P
"احلام و بس
",N
"احلام . . . لا ي وجد في ها بلاء ، مشكل ت ها عفوي ه _ و ال عفوي ه عند كم صار ت مرض ؟ 👊💔
",N
"احلى شرموط سكس
",P
"احلى شي😂😂😂😂😂 يوم انقبض علي ها و انسجن ت
",N
"احلى شيء حرك ه ال عصا 😂💔💃
",N
"احلى مليك ه 😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚
",N
"اخ تفي
",P
"اخى ال كريم اولا عنوان ال مقطع انا ب خالف ك في ه ل انو و ل اتزعل منى صار اسمو ترويج ل قن ا ت ك تحت مسمي ات غير صحيح ه ( لن . . . . . . ب سبب هذا ال فيديو ) و ثقاف ك ال عالي ه ي للى انا شفت ا من خلال ف ي دي و ه ات ك ال سابق ه ت تناقض مع عنوان ال قيديو هى اول شى و تانى شى احلام او غير ها هى ب ال حقيق ه مثال على سفاه ه ال اعلام ال حاضن ل ها و ال مستقطب ل اكبر عدد من ال مشاهد ين بغي ه ال تربح على حساب جهل ال مشاهد ال عربى .
",N
"ادعو اهل مصر بان ي نتفض وا ضد هؤلاء ال قواد ين و ال عاهر ات و ي قاض و هم و ي سجن و هم و ي منع و هم نهائي ا لان هم ي سيئ وا ل سمع ه مصر ال عظيم ه و شعب ها
",P
"اذهبى ف انتى ت نتشى ب شاش ال حب و تحلسي
",N
"ارررررف اول مر ه اشوف ها مدرى اشوف ه و يال ي تنى ماشف ت حسبى الله و نعم ال وكيل
",N
"ارغب فى زوج ه مدرس ه او دكتور ه او ممرض ه او غني ه جاد ه مسيار او شرعى فى انح ال مملك ه ال عربي ه ال سعود ي ه ت وصل معى على ال وتس 0558806589 ال عمر غير مهم عندى حت لو اكبر منى عدي
",N
"اريد واحد بي ه خير ي هجى علي ه ماكو كل هم هاه ات
",N
"اسال الله ال عظيم ان ي غفر ذنبى و ذنب ك ى ، ، و ان ي هدي نا و ايا ك ي ااختى فى الله . . و ت توبى عن عالم ال فن لان ه حرام من كل ال مقاييس . . و ي رزقنى الله و ايا ك ب ال توب ه ال صاق ه ، ، ، اختك من ال مدين ه
",N
"اساء وا و اساؤ وا ماكو اسائ وا
",N
"اسال الله ال هداي ه ل ل جميع احلام و نانسى و جميع ال مغني ات و ال مغنين
",N
"استاذ راغب يا احلام ال محترام
",N
"استغفر الله ال على ال عظيم من كل ذنب و اتوب آلي ه
",N
"استغفر الله ال عظيم و اسال ه ال توب ه الله ي هدي ك
",N
"استغفر الله ال عظيم . . . . لقد كثر ت هذه ال اشكال ب مجتمع نا و ل لاسف مواقع سوشيل ميدي ا هى التى شهر ت هم . . . . . الله ي اخذ هم ب ليل ه مافى ضو قمر😠😠😠
",N
"استغفر الله و اتوب ال ي ه
",N
"اسخف فنان ه على وجه ال ارض
",P
"اسف ه اسمى كان ب ال عبري
",N
"اصل ا ارب اي دل برنامج فاشل لان احلام ال بقر ه موجود ه في ه
",P
"اصلهايمني ه راح ت وهى صغير ه ال امار ات هد ه ال حقيق ه ماينكرال اصل آل اقليل ال اصل
",N
"اطفال ال عراق يا تعليم ت تكلم عن ه يا مدارس يا حدائق هذى في ها شي
",N
"اعتقد ان ال مغني ه كوابيس ( 65 سن ه ) مسعور ه ت بغى ال ثرو ه و لكن ها سليط ه ال لسان و خرب ه ال اخلاق , لا ت خفى ابد ا اتجاه ها ال جنسى ال مثلى , و لكن ها تفخر فى ال جانب ال آخر , ب حصول ها على شهاد ه جامع ي ه ( فى ال شريع ه ال اسلامي ه ) من جامع ه خليجي ه ( وهى ليس ت نكت ه , و انما ب صوت ال مغني ه ال مدمن ه ) و اعتقد ان ها لن تبقى طويل ا على ال شاش ه ال فضائي ه ب سبب مرض ها ال نفسانى و نتائج ادمان ها
",P
"اعداء ال شهر ه ك بووووووور كبووووووور ترح ون ف د و ه ل ل حذاء و ل له متسو ون شعر ه من راس ه على عناد كم ميرد على نباح ال كلاب😂
",P
"اعداء ال نجاح
",N
"اعوذ ب الله اعوذ ب الله اعوذ ب الله اعوذ ب الله و الله عراق نا صار ي خاف علي ه
",N
"اعوذ ب الله من ال شيطان ال رجيم
",N
"اعوذ ب الله من ال شيطان ال رجيم اعوذ ب الله من ال خبث و ال خبائث
",N
"اغلب ال تصريح ات دى قديم ه ومر علي ها سنوات . . وان ا متاكد ه اذا اتسالو مر ه تاني ه حيكون كلام مختلف . . ل انو اغلبو كلام غير منطقى او ناتج عن غير ه . . ما عدا ال شخصي ات ال وقح ه زى نضال و ال مذيع ه ال كويتي ه و ال لامى ل انو تصريح ات هم ناتج ه عن وقاح ه و ال ناس الزى دى ما ب تتغير
",P
"اغلب اللى ي ذم ون ه رجال ل هدرج ه ال غير ه ذابح ت كم ههههههههه ه انتو و ين و ال قيصر و ين
",N
"اغلب هم حسد و حقد . . لا ي وجد عند هم سبب منطقى واحد ل كره ه . ماعمرى ب حياتى شف ت شخص ي كره كاظم ال ساهر ل شخص ه حتى اللى ما ب حب وا اغاني ه ي حترم وا شخصي ت ه و اخلاق ه و مكان ت ه ال فنيه .
",N
"اغني ه بس ي عرف و ها ال ناس لفل ه ؟ ؟ ؟ من ديو و ليد توفبق ل تشكر ات . . . ل وال ا حتى ثاني ه . . . . . الخ . . . .
",N
"افضل شى ل ك ي خبل مستشفى ال مجان ين و بس ال خروف
",P
"افضل ل ها و الله
",N
"افلس ت لان ها كان ت عاهر ه ال سياسي ين و لا علاق ه ل ها ب ال فن و الآن مستعد ه ل ل خروج على اى قنا ه ل تدعم اى كلب ي دفع ل ها بس عجب تنى انو لو ب شار اتنحى كان ت سوريا غرق ت ب ال دم عاساس انو هل اغرقان ه ب ال ورد 😔
",P
"اقسم ب الله انا عجبنى كلام طونى خليف ه جد ا اتعرى ي جيل ك شغل اكثر هههههههههههههههههههههههههههههههه ه
",P
"اقل شى انج انطردتى يا رغد ه من دول ه ال كويت
",N
"اقل ك ي اڤيثاقورث يا صاحب ال فيديو خف علي نا ال ملك ه و ب بببس
",N
"اقول دبو فى ف كحتك ك
",P
"اكبر دليل على قو ه شخصي ه ال قيصر ان ه مارد ع احد من هولاء ال حاقد ين و كلام هم ال فارغ و ال خبيث
",N
"اكبر دليل على نجاح ه حرق ت قلب كم
",N
"اكبر متنك ه فى مصر
",P
"اكبر منافق ه على وجه ال ارض ﻻعن ه الله علي ك
",P
"اكتر من 3 مليون مشاهد ه مشان هل ال مسخر ه ! ! و الله فى امور اهم ، برنامج ي حظى ب كل هل ال اهتمام و ي صرف علي ه مبالغ طائل ه . ال اولوي ات اي ها ال عرب ال اولوي ات ساعد وا ال شعب ال فلسطينى و ال سورى و ال عراقى ول ول ول اكتفي نا مطرب ين و فنان ين . . . . . فى شى اهم
",N
"اكر ه فنان ه فى ال عالم ال كافر ه ل بر متصل ي
",P
"اكيد مافيش منافس ه مابين احلام و نانسى واحد ه صخم ه و مزعج ه و كبير ه و مخيف ه و ال تاني ه عاقل ه وهادي ه و جميل ه و رقيق ه و ب سكوت ه
",P
"اكيد هاد شيعي
",N
"اكيد هيفاء ت قول ايش دخل ني
",N
"اګلى خر ه و نجبى احلام جنج وجه قندر ه
",P
